Image,url,date_sold,price_in_US,shipping_,title,Text
https://i.ebayimg.com/images/g/14gAAOSwvlFjgFru/s-l1200.jpg,https://www.ebay.com/itm/394349659338?nordt=true&orig_cvip=true&rt=nc,"Dec 1, 2022",$109.50,$5.50,German Made Case Lady Leg knife,''German Made Case Lady Leg knifeGerman Made Case Lady Leg knife
https://i.ebayimg.com/images/g/n2QAAOSwId5jMkGA/s-l1200.jpg,https://www.ebay.com/itm/225267482472?nordt=true&orig_cvip=true&rt=nc,"Dec 1, 2022",$81.00,$5.00,Case XX USA 7 dot 6332 stockman stock knife 1973,''Case XX USA 7 dot 6332 stockman stock knife 1973Case XX USA 7 dot 6332 stockman stock knife 1973
https://i.ebayimg.com/images/g/zRsAAOSw15xjfCXV/s-l1200.jpg,https://www.ebay.com/itm/255840183600?nordt=true&orig_cvip=true&rt=nc,"Dec 1, 2022",$14.99,$2.31,"case mini trapper knife 6207 ssp , 10 dot, 1980","''case mini trapper knife 6207 ssp , 10 dot, 1980case mini trapper knife 6207 ssp , 10 dot, 1980"
https://i.ebayimg.com/images/g/AeMAAOSw9ZhjhTBA/s-l1200.jpg,https://www.ebay.com/itm/234799529628?nordt=true&orig_cvip=true&rt=nc,"Dec 1, 2022",$50.00,$5.50,Case John Deere Trapper 3254 Cv Two Blade Folding Pocket Knife,''Case John Deere Trapper 3254 Cv Two Blade Folding Pocket KnifeCase John Deere Trapper 3254 Cv Two Blade Folding Pocket Knife
https://i.ebayimg.com/images/g/80AAAOSw9pljhSs0/s-l1200.jpg,https://www.ebay.com/itm/234799498573?nordt=true&orig_cvip=true&rt=nc,"Dec 1, 2022",$21.50,$5.85,Case 6375 Three Blade Folding Pocket Knife,''Case 6375 Three Blade Folding Pocket KnifeCase 6375 Three Blade Folding Pocket Knife
https://i.ebayimg.com/images/g/mckAAOSwf9NjhSfq/s-l1200.jpg,https://www.ebay.com/itm/234799485576?nordt=true&orig_cvip=true&rt=nc,"Dec 1, 2022",$15.00,$5.85,Case 31048 Single Blade Folding Pocket Knife,''Case 31048 Single Blade Folding Pocket KnifeCase 31048 Single Blade Folding Pocket Knife
https://i.ebayimg.com/images/g/zt0AAOSw~qpjhSWj/s-l1200.jpg,https://www.ebay.com/itm/234799474755?nordt=true&orig_cvip=true&rt=nc,"Dec 1, 2022",$20.50,$5.85,Case Three Blade Folding Pocket Knife 3318 SHSP,''Case Three Blade Folding Pocket Knife 3318 SHSPCase Three Blade Folding Pocket Knife 3318 SHSP
https://i.ebayimg.com/images/g/io0AAOSw5OdjhRux/s-l1200.jpg,https://www.ebay.com/itm/234799407377?nordt=true&orig_cvip=true&rt=nc,"Dec 1, 2022",$10.00,$5.85,Case 6143 Folding Pocket Knife,''Case 6143 Folding Pocket KnifeCase 6143 Folding Pocket Knife
https://i.ebayimg.com/images/g/E24AAOSwordibDdF/s-l1200.jpg,https://www.ebay.com/itm/325169074987?nordt=true&orig_cvip=true&rt=nc,"Dec 1, 2022",$85.00,$6.00,Case 62131 Canoe Knife 2 Blade Bone Handles 8 Dot 1972 Unused & Unsharpened,''Case 62131 Canoe Knife 2 Blade Bone Handles 8 Dot 1972 Unused & UnsharpenedCase 62131 Canoe Knife 2 Blade Bone Handles 8 Dot 1972 Unused & Unsharpened
https://i.ebayimg.com/images/g/9KAAAOSwaBFjLFr2/s-l1200.jpg,https://www.ebay.com/itm/385247350011?nordt=true&orig_cvip=true&rt=nc,"Dec 1, 2022",$125.00,$5.00,case knife canoe 1977 blue scroll 52131,''case knife canoe 1977 blue scroll 52131case knife canoe 1977 blue scroll 52131
https://i.ebayimg.com/images/g/poYAAOSwLBtg1Llt/s-l1200.jpg,https://www.ebay.com/itm/203503909125?nordt=true&orig_cvip=true&rt=nc,"Dec 1, 2022",$102.00,$5.45,CASE XX USA Stainless 5 Dot Eisenhower Pen Knife 2 blade 1970s 06263 ssp,''CASE XX USA Stainless 5 Dot Eisenhower Pen Knife 2 blade 1970s 06263 sspCASE XX USA Stainless 5 Dot Eisenhower Pen Knife 2 blade 1970s 06263 ssp
https://i.ebayimg.com/images/g/z5sAAOSwH9NjbwJk/s-l1200.jpg,https://www.ebay.com/itm/304698932113?nordt=true&orig_cvip=true&rt=nc,"Dec 1, 2022",$40.40,$10.60,Lot of 16 knifes Case Winchester German True Kershaw and many more,''Lot of 16 knifes Case Winchester German True Kershaw and many moreLot of 16 knifes Case Winchester German True Kershaw and many more
https://i.ebayimg.com/images/g/s6cAAOSwZr9jiNjo/s-l1200.jpg,https://www.ebay.com/itm/144835575777?nordt=true&orig_cvip=true&rt=nc,"Dec 1, 2022",$31.00,$0.00,Case XX 3254 CV Yellow Trapper Pocket Knife,''Case XX 3254 CV Yellow Trapper Pocket KnifeCase XX 3254 CV Yellow Trapper Pocket Knife
https://i.ebayimg.com/images/g/nw8AAOSwLRpjiLr2/s-l1200.jpg,https://www.ebay.com/itm/125642170913?nordt=true&orig_cvip=true&rt=nc,"Dec 1, 2022",$35.00,$3.50,Nice Vintage Bucklite 422  Buck Knife With Case,''Nice Vintage Bucklite 422  Buck Knife With CaseNice Vintage Bucklite 422  Buck Knife With Case
https://i.ebayimg.com/images/g/Yy0AAOSwKX1jZGRK/s-l1200.jpg,https://www.ebay.com/itm/394318645624?nordt=true&orig_cvip=true&rt=nc,"Dec 1, 2022",$20.00,$5.00,CASE CLASSIC EMPTY KNIFE BOX - BOX ONLY preowned not mint,''CASE CLASSIC EMPTY KNIFE BOX - BOX ONLY preowned not mintCASE CLASSIC EMPTY KNIFE BOX - BOX ONLY preowned not mint
https://i.ebayimg.com/images/g/8mgAAOSwqdljf7uN/s-l1200.jpg,https://www.ebay.com/itm/185670753669?nordt=true&orig_cvip=true&rt=nc,"Dec 1, 2022",$61.00,$6.20,"Case Large Stockman Knife 4.25"" Amber Bone 6375 CV","''Case Large Stockman Knife 4.25"" Amber Bone 6375 CVCase Large Stockman Knife 4.25"" Amber Bone 6375 CV"
https://i.ebayimg.com/images/g/oHIAAOSwTP9jcTvb/s-l1200.jpg,https://www.ebay.com/itm/185677589971?nordt=true&orig_cvip=true&rt=nc,"Dec 1, 2022",$45.00,$9.40,CASE 6265 SS FOLDING HUNTER KNIFE,''CASE 6265 SS FOLDING HUNTER KNIFECASE 6265 SS FOLDING HUNTER KNIFE
https://i.ebayimg.com/images/g/EYwAAOSwHKljf7fc/s-l1200.jpg,https://www.ebay.com/itm/266007079842?nordt=true&orig_cvip=true&rt=nc,"Dec 1, 2022",$185.50,$12.19,Case Knife SFO Case Knife CCC Wall Display Magnet Shelves Very Light Use! NR,''Case Knife SFO Case Knife CCC Wall Display Magnet Shelves Very Light Use! NRCase Knife SFO Case Knife CCC Wall Display Magnet Shelves Very Light Use! NR
https://i.ebayimg.com/images/g/ZmEAAOSwAQVjf7ao/s-l1200.jpg,https://www.ebay.com/itm/275553114485?nordt=true&orig_cvip=true&rt=nc,"Dec 1, 2022",$52.00,$8.99,Case knife dogleg trapper 02979 1/2500,''Case knife dogleg trapper 02979 1/2500Case knife dogleg trapper 02979 1/2500
https://i.ebayimg.com/images/g/8x0AAOSwBApjiD8d/s-l1200.jpg,https://www.ebay.com/itm/225276179511?nordt=true&orig_cvip=true&rt=nc,"Dec 1, 2022",$115.00,$5.90,"CASE KNIFE 8227 SSM 1997 PEN W/ FILE MOTHER OF PEARL, in Box","''CASE KNIFE 8227 SSM 1997 PEN W/ FILE MOTHER OF PEARL, in BoxCASE KNIFE 8227 SSM 1997 PEN W/ FILE MOTHER OF PEARL, in Box"
https://i.ebayimg.com/images/g/~eIAAOSwM79jTplh/s-l1200.png,https://www.ebay.com/itm/185670594597?nordt=true&orig_cvip=true&rt=nc,"Dec 1, 2022",$200.00,$15.00,Rare W.R. Case & Sons 11050 Walnut Coke Knife,''Rare W.R. Case & Sons 11050 Walnut Coke KnifeRare W.R. Case & Sons 11050 Walnut Coke Knife
https://i.ebayimg.com/images/g/GDwAAOSwO3Rjc8-g/s-l1200.jpg,https://www.ebay.com/itm/255847931187?nordt=true&orig_cvip=true&rt=nc,"Dec 1, 2022",$7.50,$4.25,Used Case 225 L SS Pocket Knife,''Used Case 225 L SS Pocket KnifeUsed Case 225 L SS Pocket Knife
https://i.ebayimg.com/images/g/M0IAAOSw9A5jSDQh/s-l1200.jpg,https://www.ebay.com/itm/225248323949?nordt=true&orig_cvip=true&rt=nc,"Dec 1, 2022",$69.99,$0.00,Case XX Pocket Knife 62033 SS Reddish Brown Jigged Bone 2-Blade USA Folding,''Case XX Pocket Knife 62033 SS Reddish Brown Jigged Bone 2-Blade USA FoldingCase XX Pocket Knife 62033 SS Reddish Brown Jigged Bone 2-Blade USA Folding
https://i.ebayimg.com/images/g/064AAOSwSBVjdiQt/s-l1200.jpg,https://www.ebay.com/itm/364059088077?nordt=true&orig_cvip=true&rt=nc,"Dec 1, 2022",$110.00,$5.50,Case Knife 1980 10 Dot Texas Lock Horn,''Case Knife 1980 10 Dot Texas Lock HornCase Knife 1980 10 Dot Texas Lock Horn
https://i.ebayimg.com/images/g/pJIAAOSwgKJjhTi0/s-l1200.jpg,https://www.ebay.com/itm/234799579023?nordt=true&orig_cvip=true&rt=nc,"Nov 30, 2022",$50.00,$5.00,R@RE  CASE XX 06263 BEAUTIFUL RED BONE 4 DOT EISENHOWER SENATOR PEN KNIFE Look!!,''R@RE  CASE XX 06263 BEAUTIFUL RED BONE 4 DOT EISENHOWER SENATOR PEN KNIFE Look!!R@RE  CASE XX 06263 BEAUTIFUL RED BONE 4 DOT EISENHOWER SENATOR PEN KNIFE Look!!
https://i.ebayimg.com/images/g/nfcAAOSwpFtjfvKg/s-l1200.jpg,https://www.ebay.com/itm/225266163255?nordt=true&orig_cvip=true&rt=nc,"Nov 30, 2022",$31.00,$5.40,Case Carhartt knife,''Case Carhartt knifeCase Carhartt knife
https://i.ebayimg.com/images/g/fg8AAOSwHAtjiA57/s-l1200.jpg,https://www.ebay.com/itm/225276033977?nordt=true&orig_cvip=true&rt=nc,"Nov 30, 2022",$89.99,$5.90,Case xx Mini Copperhead Knife Genuine Abalone Stainless Pocket Knives 12013,''Case xx Mini Copperhead Knife Genuine Abalone Stainless Pocket Knives 12013Case xx Mini Copperhead Knife Genuine Abalone Stainless Pocket Knives 12013
